id,GT,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12
s_784,4,0.43548,0.33333,0.62500,1.00000,0.20000,0.00000,0.14815,0.20000,0.00000,0.11111,0.33333,0.20000,0.00000
s_785,4,0.55026,0.16667,0.48000,0.39667,0.50000,0.07596,0.11111,0.50000,0.06061,0.05882,0.00000,1.00000,0.20000
s_786,4,0.41494,0.20000,0.63636,1.00000,1.00000,0.00000,0.31818,0.20000,0.16000,0.16667,0.14286,1.00000,0.33333
s_787,5,0.53608,0.11111,0.30303,0.17305,1.00000,0.12694,0.07500,0.05833,0.07143,0.11111,0.07692,0.00000,0.00000
s_788,5,0.78404,0.09091,0.72727,1.00000,0.50000,0.50000,0.27027,0.20000,0.04000,0.00000,0.14286,1.00000,0.20000
s_789,4,0.62068,0.05556,0.32727,0.18750,0.00000,1.00000,0.07463,0.14286,0.04348,0.16129,0.28571,0.50000,0.07692
s_790,5,0.69592,0.08333,0.64407,0.10897,0.20000,0.25000,0.06579,0.12500,0.02740,0.03448,0.05263,0.20000,0.00000
s_791,4,0.58810,0.16667,0.56000,0.39667,0.50000,1.00000,0.12121,0.50000,0.01587,0.15789,0.00000,1.00000,0.33333
s_792,5,0.63343,0.16667,0.54545,1.00000,0.33333,0.50000,0.14815,0.20000,0.03704,0.00000,0.07692,0.00000,1.00000
s_793,5,0.87377,0.33333,1.00000,0.00000,1.00000,1.00000,0.16667,1.00000,0.10000,0.00000,0.00000,0.00000,0.00000
s_794,4,0.63075,0.05556,0.40000,0.18750,0.00000,1.00000,0.07937,0.14286,0.07463,0.16129,0.12500,0.50000,0.33333
s_795,5,0.55656,0.14286,0.59259,1.00000,0.25000,1.00000,0.21053,1.00000,0.09756,0.00000,0.00000,0.20000,0.20000
s_796,4,0.28880,0.16667,0.34483,1.00000,0.33333,0.50000,0.05882,0.16667,0.04348,0.07692,0.06667,1.00000,0.00000
s_797,5,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,0.42857,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
s_798,4,0.45218,0.33333,0.35294,1.00000,0.50000,1.00000,0.05000,0.06401,0.05000,0.09091,0.20000,1.00000,0.00000
s_799,5,0.72743,0.33333,0.70588,0.10556,0.00000,1.00000,0.13043,0.25000,0.07317,0.00000,0.00000,0.00000,0.00000
s_800,4,0.58541,0.14286,0.59259,1.00000,0.25000,1.00000,0.21622,1.00000,0.11111,0.06667,0.09091,0.20000,0.20000
s_801,5,0.77979,0.33333,0.75000,1.00000,0.00000,1.00000,0.27778,0.50000,0.12821,0.09091,0.14286,1.00000,0.00000
s_802,5,0.67612,0.20000,0.66667,0.23764,0.00000,1.00000,0.18519,0.14580,0.06122,0.07692,0.33333,0.00000,0.33333
s_803,4,0.61380,0.16667,0.72727,1.00000,1.00000,1.00000,0.16000,0.33333,0.04000,0.20000,0.00000,0.00000,0.33333
s_804,4,0.47377,0.20000,0.52174,0.20548,0.62500,1.00000,0.11111,0.50000,0.04000,0.11111,0.33333,0.14286,0.50000
s_805,4,0.31888,0.20000,0.26087,0.22940,0.00000,0.33333,0.00000,0.20000,0.01961,0.09091,0.09091,0.00000,0.00000
s_806,5,0.70299,0.33333,0.66667,0.13272,0.00000,1.00000,0.12500,0.25000,0.09524,0.00000,0.00000,0.00000,1.00000
s_807,4,0.56983,0.16667,0.82353,1.00000,1.00000,1.00000,0.13333,1.00000,0.17647,0.14286,0.50000,1.00000,1.00000
s_808,3,0.26926,0.03883,0.42857,0.07171,1.00000,1.00000,0.07692,1.00000,0.22581,0.33333,0.50000,0.00000,0.00000
s_809,5,0.56043,0.11111,0.27778,0.17305,1.00000,0.09956,0.04651,0.16667,0.03448,0.05263,0.00000,1.00000,0.50000
s_810,5,0.76062,0.12500,0.64706,1.00000,0.33333,0.50000,0.23529,0.14286,0.12360,0.21739,0.00000,0.20000,1.00000
s_811,3,0.65903,0.12500,0.46154,0.12911,1.00000,0.00000,0.10417,0.33333,0.20513,0.00000,0.25000,1.00000,0.33333
s_812,4,0.59465,0.25000,0.68571,1.00000,1.00000,0.33333,0.15000,0.25000,0.08333,0.05263,0.07692,0.20000,0.20000
s_813,4,0.55740,0.33333,0.66667,1.00000,0.33333,0.11667,0.09375,0.33333,0.14815,0.20000,0.07692,0.33333,0.00000
s_814,5,0.70409,0.16667,0.43478,1.00000,1.00000,1.00000,0.10714,0.25000,0.01818,0.00000,0.14286,1.00000,0.00000
s_815,5,0.86567,0.20000,0.84211,1.00000,1.00000,1.00000,0.42105,0.50000,0.05263,0.00000,0.00000,0.33333,0.00000
s_816,4,0.65595,0.10000,0.64286,1.00000,1.00000,0.50000,0.14706,0.12714,0.08197,0.13043,0.20000,0.00000,0.00000
s_817,4,0.65949,0.05000,0.55556,0.28156,0.19643,0.20000,0.08108,0.10000,0.02817,0.02326,0.14286,1.00000,0.00000
s_818,3,0.60437,0.14286,0.64516,1.00000,0.25000,0.00000,0.10256,0.16667,0.10588,0.17647,0.33333,1.00000,0.50000
s_819,4,0.55331,0.33333,0.55556,0.00000,1.00000,1.00000,0.11111,0.33333,0.02857,0.25000,0.20000,1.00000,0.14286
s_820,5,0.57778,0.08333,0.66667,0.15746,0.16667,0.50000,0.16393,0.25000,0.05263,0.04000,0.14286,0.00000,0.11111
s_821,5,0.62614,0.20000,0.57143,0.26667,0.00000,1.00000,0.18519,0.14580,0.06122,0.07692,0.33333,0.00000,0.33333
s_822,4,0.64981,0.14286,0.56000,1.00000,0.25000,1.00000,0.17500,1.00000,0.07143,0.06667,0.00000,0.00000,0.33333
s_823,5,0.68060,0.10000,0.68085,0.07692,0.09545,0.25000,0.20930,0.20000,0.10638,0.10345,0.07692,0.00000,0.20000
s_824,3,0.39232,0.12500,0.20690,0.11499,0.07108,1.00000,0.03704,0.25000,0.17460,0.00000,0.42857,0.00000,0.25000
s_825,5,0.55993,0.14286,0.57895,1.00000,0.25000,1.00000,0.11628,0.16667,0.05618,0.11111,0.17647,0.20000,0.20000
s_826,5,0.59125,0.09091,0.60000,0.22845,0.25000,1.00000,0.12766,0.20000,0.08000,0.00000,0.00000,0.20000,1.00000
s_827,3,0.42716,1.00000,0.54545,0.25313,0.00000,1.00000,0.09091,0.50000,0.16667,0.00000,0.33333,1.00000,0.00000
s_828,4,0.40424,0.20000,0.34783,0.27332,0.00000,0.33333,0.03571,0.20000,0.01887,0.09091,0.09091,0.00000,0.00000
s_829,4,0.43604,0.25000,0.40000,0.09821,0.50000,1.00000,0.08696,0.33333,0.10000,0.11111,0.00000,1.00000,0.00000
s_830,5,0.57138,0.33333,0.66667,0.23333,0.13773,1.00000,0.18182,1.00000,0.13043,0.20000,0.00000,0.00000,0.00000
s_831,5,0.54192,0.11111,0.70588,0.32308,1.00000,0.50000,0.12121,0.33333,0.03030,0.04762,0.14286,1.00000,0.00000
s_832,4,0.67867,0.11111,0.56250,1.00000,1.00000,0.07897,0.16667,0.16667,0.04651,0.11111,0.00000,0.33333,0.00000
s_833,4,0.58591,0.09091,0.58537,1.00000,0.25000,0.12302,0.11765,0.20000,0.03846,0.04762,0.00000,0.20000,0.60000
s_834,5,0.54026,0.08333,0.62069,1.00000,0.25000,0.33333,0.12162,0.12500,0.03546,0.03704,0.17647,0.20000,0.20000
s_835,4,0.62244,0.08333,0.47368,1.00000,0.12114,1.00000,0.14634,0.33333,0.08046,0.14286,0.00000,0.00000,0.33333
s_836,5,0.77995,0.12500,0.93333,1.00000,1.00000,1.00000,0.44444,0.33333,0.01887,0.00000,0.00000,0.00000,0.00000
s_837,4,0.64763,0.12500,0.64000,0.16730,1.00000,1.00000,0.16667,0.50000,0.10769,0.05263,0.33333,1.00000,0.00000
s_838,4,0.29673,0.25000,0.44444,0.90000,0.50000,1.00000,0.06667,1.00000,0.15152,0.09091,0.50000,0.00000,0.33333
s_839,5,0.38472,0.25000,0.61538,0.31250,1.00000,1.00000,0.12500,0.25000,0.07143,0.00000,0.20000,0.00000,0.33333
s_840,4,0.78136,0.09091,0.72727,1.00000,0.50000,0.50000,0.25000,0.20000,0.05405,0.00000,0.14286,1.00000,0.20000
s_841,4,0.60306,0.12500,0.50000,0.24464,0.25000,0.00000,0.06000,0.25000,0.12644,0.05882,0.06667,1.00000,0.33333
s_842,4,0.62844,0.25000,0.66667,1.00000,0.50000,1.00000,0.25000,0.33333,0.02703,0.14286,0.11111,0.00000,0.33333
s_843,1,0.21951,0.25000,0.26087,0.30000,1.00000,1.00000,0.09091,0.25812,0.02439,0.07692,0.33333,0.00000,1.00000
s_844,4,0.77979,0.33333,0.66667,1.00000,0.00000,1.00000,0.17647,0.50000,0.15789,0.09091,0.14286,1.00000,0.00000
s_845,3,0.36760,0.12500,0.34483,0.28718,0.00000,1.00000,0.03704,0.25000,0.17460,0.06667,0.66667,0.33333,0.25000
s_846,5,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,0.50000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
s_847,5,0.67121,0.50000,0.70000,1.00000,1.00000,1.00000,0.25000,1.00000,0.04545,0.14286,0.00000,0.00000,0.14286
s_848,4,0.53783,0.14286,0.46154,1.00000,0.25000,1.00000,0.12500,1.00000,0.07143,0.06667,0.00000,0.00000,0.20000
s_849,5,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,0.28571,1.00000,0.09091,0.00000,0.00000,0.00000,0.00000
s_850,5,0.78630,0.14286,0.76923,0.33333,0.50000,0.00000,0.25000,0.09575,0.06897,0.05882,0.33333,0.00000,0.00000
s_851,5,0.66272,0.12500,0.52941,0.24464,0.25000,0.08539,0.05882,0.25000,0.13636,0.11111,0.06667,0.00000,0.33333
s_852,4,0.54768,0.14286,0.68571,0.91667,0.00000,0.08562,0.07843,0.16667,0.14943,0.11111,0.11111,0.33333,0.00000
s_853,4,0.52027,0.14286,0.61111,0.91667,0.00000,0.00000,0.06122,0.16667,0.12941,0.11111,0.11111,0.33333,0.00000
s_854,5,0.69598,0.33333,0.70000,1.00000,0.50000,1.00000,0.31818,0.33333,0.14286,0.00000,0.00000,0.14286,0.00000
s_855,5,0.90611,0.16667,1.00000,1.00000,0.50000,1.00000,0.36667,1.00000,0.04918,0.00000,0.00000,1.00000,0.00000
s_856,5,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,0.33333,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
s_857,4,0.46802,0.20000,0.60000,0.21942,1.00000,1.00000,0.04348,0.06660,0.02222,0.09091,0.42857,1.00000,0.20000
s_858,4,0.39578,0.12500,0.14815,0.25752,0.00000,0.04656,0.02778,0.16667,0.02778,0.00000,0.00000,1.00000,0.33333
s_859,4,0.72557,0.08333,0.62069,0.10897,0.20000,0.25000,0.05882,0.12500,0.02899,0.00000,0.12500,0.11111,0.00000
s_860,5,0.62002,0.12500,0.88235,1.00000,1.00000,0.06497,0.20513,0.33333,0.00000,0.00000,0.09091,0.00000,0.00000
s_861,4,0.59489,0.33333,0.61538,1.00000,1.00000,1.00000,0.25000,1.00000,0.15385,0.20000,0.00000,0.00000,0.00000
s_862,4,0.45766,0.20000,0.11765,1.00000,0.05000,1.00000,0.04545,0.19136,0.02326,0.00000,0.14286,0.00000,0.00000
s_863,4,0.54509,0.25000,0.64706,0.19444,1.00000,0.33333,0.15789,0.25000,0.05714,0.05263,0.09091,1.00000,0.20000
s_864,4,0.61779,0.16065,0.63636,1.00000,0.50000,1.00000,0.12903,0.25000,0.09091,0.20000,0.00000,0.33333,0.20000
s_865,5,0.81276,0.11111,0.73171,1.00000,0.00000,0.18942,0.27273,0.25000,0.01176,0.04000,0.14286,0.00000,0.09091
s_866,4,0.45479,0.25000,0.42105,0.00000,0.00000,1.00000,0.00000,0.25000,0.16667,0.33333,0.07692,0.42857,0.00000
s_867,4,0.50767,0.16667,0.56000,1.00000,0.20000,1.00000,0.12121,0.33333,0.03030,0.09091,0.20000,0.42857,0.00000
s_868,5,0.39114,0.25000,0.70588,0.00000,1.00000,1.00000,0.28571,1.00000,0.18750,0.20000,0.20000,1.00000,0.00000
s_869,5,0.70278,0.33333,0.73684,1.00000,0.50000,1.00000,0.35000,0.33333,0.19149,0.20000,0.00000,0.14286,0.00000
s_870,2,0.31032,0.33333,0.11765,0.13651,0.50000,0.07184,0.00000,0.08889,0.05000,0.25000,0.14286,1.00000,0.33333
s_871,1,0.00000,0.07692,0.00000,0.07532,0.00000,1.00000,0.00000,1.00000,0.00000,0.00000,0.33333,0.00000,0.00000
s_872,5,0.40594,0.16889,0.25000,1.00000,0.50000,1.00000,0.05263,0.06401,0.07692,0.00000,0.20000,1.00000,0.00000
s_873,5,0.38448,0.16667,0.43478,0.17845,1.00000,1.00000,0.08571,0.18981,0.15254,0.07692,0.60000,0.00000,0.00000
s_874,4,0.26855,0.16667,0.30769,0.17875,0.07841,0.50000,0.03226,0.16667,0.09091,0.07692,0.06667,1.00000,0.20000
s_875,5,0.73084,0.09091,0.66667,1.00000,0.50000,0.50000,0.19048,0.20000,0.02500,0.00000,0.00000,1.00000,0.20000
s_876,4,0.42219,0.33333,0.42857,0.00000,0.50000,0.22015,0.07692,0.08333,0.20000,0.20000,0.50000,1.00000,0.60000
s_877,4,0.36802,0.25000,0.52174,0.19603,0.03590,0.33333,0.06452,0.20000,0.09091,0.00000,0.20000,1.00000,0.33333
s_878,5,0.66476,0.09091,0.63636,1.00000,0.25000,1.00000,0.16327,0.20000,0.05882,0.00000,0.05263,0.09091,0.60000
s_879,4,0.62020,0.12500,0.62500,0.19263,1.00000,1.00000,0.12195,0.22955,0.01266,0.04348,0.66667,0.42857,0.00000
s_880,4,0.53274,0.25000,0.50000,0.00000,0.00000,1.00000,0.04545,0.25000,0.14286,0.33333,0.07692,0.25000,0.00000
s_881,4,0.56732,0.12500,0.50000,0.19762,1.00000,1.00000,0.09302,0.25000,0.08696,0.04348,0.38462,0.20000,0.00000
s_882,4,0.58908,0.08333,0.65517,1.00000,0.25000,0.33333,0.12500,0.12500,0.02158,0.00000,0.17647,0.27273,0.33333
s_883,4,0.47764,0.16889,0.25000,1.00000,0.50000,1.00000,0.05000,0.05809,0.05000,0.00000,0.20000,1.00000,0.00000
s_884,4,0.55427,0.25000,0.50000,0.00000,0.00000,1.00000,0.04545,0.25000,0.14286,0.33333,0.07692,0.25000,0.00000
s_885,4,0.63301,0.07692,0.66667,1.00000,0.33333,0.33333,0.21739,0.16667,0.12621,0.13043,0.40000,0.20000,0.00000
s_886,4,0.53250,0.07692,0.31818,1.00000,0.33333,0.50000,0.04444,0.25000,0.07368,0.18182,0.00000,0.20000,0.00000
s_887,5,0.39770,0.33333,0.50000,1.00000,0.20000,0.50000,0.07407,0.20000,0.00000,0.11111,0.33333,0.20000,0.00000
s_888,5,0.54414,0.14286,0.53846,1.00000,0.25000,1.00000,0.15000,1.00000,0.07143,0.06667,0.00000,0.00000,0.20000
s_889,4,0.34286,0.25000,0.42105,0.09821,0.50000,1.00000,0.09524,0.13889,0.05263,0.11111,0.11111,0.00000,0.00000
s_890,4,0.63458,0.12500,0.51852,0.24758,1.00000,1.00000,0.12121,0.50000,0.05882,0.05263,0.33333,1.00000,0.20000
s_891,4,0.85158,0.20000,0.73684,1.00000,1.00000,1.00000,0.30435,0.50000,0.04762,0.07692,0.00000,0.00000,0.00000
s_892,3,0.67755,0.11111,0.51613,0.17305,1.00000,0.02869,0.07895,0.16667,0.09756,0.17647,0.00000,0.00000,0.00000
s_893,4,0.42747,0.20000,0.57143,0.00000,1.00000,1.00000,0.04348,0.06645,0.02222,0.09091,0.42857,1.00000,0.20000
s_894,4,0.51700,0.12500,0.45714,0.00000,1.00000,1.00000,0.09756,0.25000,0.11111,0.04348,0.38462,0.20000,0.50000
s_895,4,0.52310,0.25000,0.66667,1.00000,0.00000,1.00000,0.26316,0.33333,0.00000,0.14286,0.11111,0.33333,0.33333
s_896,4,0.68808,0.12500,0.89655,1.00000,1.00000,1.00000,0.39286,0.33333,0.00000,0.06667,0.00000,0.00000,0.00000
s_897,4,0.41146,0.20000,0.27273,0.90909,0.03333,0.16984,0.00000,0.25000,0.01887,0.09091,0.33333,0.50000,0.20000
s_898,5,0.76693,0.50000,0.71429,1.00000,1.00000,1.00000,0.21053,0.15353,0.00000,0.00000,0.00000,0.00000,0.00000
s_899,5,0.78692,0.11111,0.71429,1.00000,0.00000,0.29927,0.25000,0.25000,0.03704,0.04000,0.00000,0.00000,0.20000
s_900,3,0.51364,0.07692,0.50000,1.00000,0.33333,1.00000,0.13953,0.03755,0.16000,0.23810,0.75000,0.20000,0.00000
s_901,4,0.65413,0.16667,0.78571,0.33846,0.50000,1.00000,0.22581,0.17143,0.03226,0.00000,0.33333,0.33333,0.00000
s_902,1,0.00000,0.25000,0.00000,0.00000,1.00000,1.00000,0.00000,1.00000,0.90323,0.71429,1.00000,1.00000,1.00000
s_903,4,0.56422,0.16667,0.38462,0.40641,1.00000,1.00000,0.06897,0.25000,0.00000,0.07692,0.00000,0.00000,0.00000
s_904,5,0.87635,0.50000,0.85714,1.00000,1.00000,1.00000,0.26316,0.50000,0.00000,0.00000,0.00000,0.00000,0.00000
s_905,4,0.77539,0.04762,0.52459,0.18932,0.50000,0.04929,0.12329,0.03385,0.02041,0.04545,0.28571,0.00000,0.33333
s_906,4,0.56710,0.20000,0.76190,1.00000,1.00000,1.00000,0.34783,0.20000,0.13725,0.07692,0.33333,0.00000,0.33333
s_907,5,0.54722,0.16667,0.43478,0.10287,0.07738,1.00000,0.07692,0.25000,0.05660,0.00000,0.33333,0.00000,0.00000
s_908,5,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,0.28571,1.00000,0.09091,0.00000,0.00000,0.00000,0.00000
s_909,4,0.67695,0.08333,0.66667,1.00000,0.20000,0.25000,0.10811,0.12500,0.01389,0.00000,0.12500,0.27273,0.06667
s_910,2,0.34807,0.20000,0.35294,0.00000,1.00000,1.00000,0.05263,0.06645,0.12195,0.11111,0.42857,1.00000,0.33333
s_911,3,0.58806,0.33333,0.66667,1.00000,0.33333,0.11667,0.10714,0.33333,0.08000,0.11111,0.09091,0.33333,0.33333
s_912,5,0.54521,0.33333,0.50000,0.29167,0.00000,1.00000,0.10526,0.33333,0.00000,0.00000,0.00000,1.00000,0.00000
s_913,5,0.91402,0.20000,0.89655,1.00000,0.00000,0.33333,0.33333,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000
s_914,4,0.57281,0.16667,0.81481,1.00000,0.50000,1.00000,0.26667,0.17143,0.04918,0.00000,0.33333,0.33333,0.00000
s_915,5,0.38426,0.33333,0.31579,0.12262,0.50000,0.06336,0.04762,0.07778,0.02439,0.14286,0.14286,0.33333,0.00000
s_916,4,0.28021,0.33333,0.61538,1.00000,1.00000,1.00000,0.18182,1.00000,0.20000,0.20000,0.20000,0.00000,0.00000
s_917,3,0.14438,0.19741,0.00000,1.00000,0.00000,1.00000,0.00000,1.00000,0.05263,0.00000,0.33333,1.00000,0.33333
s_918,4,0.39218,0.50000,0.55556,0.34881,0.33333,0.20609,0.04762,0.25000,0.04762,0.33333,0.14286,0.33333,0.00000
s_919,5,0.64743,0.12500,0.82353,1.00000,1.00000,0.05237,0.17073,0.33333,0.02564,0.00000,0.09091,0.00000,0.11111
s_920,5,0.51267,0.14286,0.62857,0.91667,0.00000,1.00000,0.08000,0.16667,0.13953,0.11111,0.11111,0.33333,0.00000
s_921,4,0.45543,0.14286,0.10526,0.15000,0.06056,1.00000,0.00000,0.10637,0.16364,0.23077,0.25000,1.00000,0.14286
s_922,1,0.00000,0.25000,0.00000,0.00000,1.00000,1.00000,0.00000,1.00000,0.90164,0.71429,1.00000,1.00000,1.00000
s_923,5,0.65848,0.14286,0.70000,1.00000,1.00000,1.00000,0.26087,1.00000,0.02222,0.00000,0.00000,0.00000,0.00000
s_924,5,0.68924,0.10000,0.74074,1.00000,1.00000,0.50000,0.18750,0.12714,0.05085,0.09091,0.20000,0.00000,0.00000
s_925,5,0.74807,0.14286,0.80000,1.00000,1.00000,1.00000,0.29167,0.19716,0.00000,0.00000,0.00000,0.00000,0.00000
s_926,5,0.63758,0.08333,0.66667,0.15746,0.16667,0.50000,0.16071,0.25000,0.00917,0.00000,0.07692,0.00000,0.11111
s_927,4,0.49608,0.14286,0.21053,0.15000,0.33333,1.00000,0.04348,0.10637,0.18519,0.23077,0.25000,1.00000,0.14286
s_928,4,0.20611,0.05654,0.22222,0.22002,0.08333,0.12254,0.00000,0.18651,0.07692,0.25000,0.00000,0.00000,0.50000
s_929,4,0.38649,0.25000,0.57143,0.28214,0.03590,0.07402,0.06897,0.20000,0.05660,0.00000,0.20000,1.00000,0.00000
s_930,5,0.66017,0.50000,0.66667,1.00000,1.00000,1.00000,0.18182,0.50000,0.07692,0.33333,0.00000,0.00000,0.20000
s_931,4,0.83546,0.16667,0.72727,0.00000,1.00000,1.00000,0.24444,1.00000,0.01149,0.08571,1.00000,0.00000,1.00000
s_932,5,0.68520,0.25000,0.66667,1.00000,0.50000,1.00000,0.27778,0.33333,0.02857,0.14286,0.00000,0.00000,0.33333
s_933,4,0.33202,0.12500,0.13793,0.25752,0.07974,0.04656,0.02500,0.03273,0.02632,0.05882,0.16667,0.33333,0.20000
s_934,5,1.00000,0.50000,1.00000,1.00000,1.00000,1.00000,0.47619,1.00000,0.02439,0.00000,0.00000,0.00000,0.00000
s_935,5,0.53318,1.00000,0.33333,1.00000,0.00000,1.00000,0.04348,0.21894,0.00000,0.50000,0.14286,0.33333,1.00000
s_936,4,0.36123,0.20000,0.11111,1.00000,0.05000,1.00000,0.00000,0.19136,0.02326,0.00000,0.14286,0.00000,0.00000
s_937,5,0.51255,0.20000,0.78571,1.00000,0.00000,0.33333,0.25000,0.20000,0.06061,0.00000,0.22222,0.00000,0.00000
s_938,5,0.63229,0.25000,0.72727,1.00000,1.00000,0.12579,0.27273,0.16667,0.02439,0.00000,0.00000,0.00000,0.00000
s_939,4,0.39809,0.20000,0.60870,1.00000,1.00000,0.00000,0.30435,0.20000,0.13725,0.16667,0.14286,1.00000,0.33333
s_940,4,0.37576,0.33333,0.44444,1.00000,0.50000,0.33333,0.15000,0.33333,0.05000,0.14286,0.14286,0.00000,0.00000
s_941,4,0.27134,0.06563,0.23529,0.28846,0.08333,0.12254,0.00000,1.00000,0.12195,0.14286,0.20000,0.14286,0.20000
s_942,5,0.60836,0.11111,0.48485,0.17305,1.00000,0.07897,0.07692,0.16667,0.08434,0.11111,0.07692,0.33333,1.00000
s_943,5,0.54761,0.20000,0.69565,1.00000,1.00000,1.00000,0.17241,0.50000,0.07692,0.00000,0.50000,0.14286,0.33333
s_944,5,0.40665,0.11111,0.30435,1.00000,0.25000,0.07278,0.05357,0.14286,0.05983,0.05882,0.09091,0.23077,0.33333
s_945,5,0.46967,0.08333,0.52000,0.15746,0.16667,0.50000,0.11475,0.25000,0.05263,0.04000,0.07692,0.09091,0.11111
s_946,5,0.84466,0.33333,0.75000,1.00000,0.00000,1.00000,0.27778,0.50000,0.12821,0.09091,0.14286,1.00000,0.00000
s_947,5,0.84776,0.33333,0.75000,1.00000,1.00000,1.00000,0.22222,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
s_948,5,0.48097,1.00000,0.50000,0.91667,0.23810,1.00000,0.11111,1.00000,0.06667,0.00000,0.00000,0.00000,0.00000
s_949,5,0.75003,0.14286,0.71795,0.06679,1.00000,0.03789,0.15556,0.21667,0.06024,0.11111,0.20000,0.20000,0.07692
s_950,5,0.58033,0.12500,0.55556,0.19762,1.00000,1.00000,0.09302,0.25000,0.08696,0.04348,0.38462,0.20000,0.00000
s_951,3,0.48596,0.50000,0.50000,0.10786,0.00000,1.00000,0.00000,1.00000,0.04000,0.00000,0.50000,0.33333,0.00000
s_952,4,0.57731,0.14286,0.33333,0.15000,0.33333,1.00000,0.00000,1.00000,0.14286,0.23077,0.25000,1.00000,0.33333
s_953,5,0.24472,0.10089,0.18182,0.18844,1.00000,1.00000,0.05882,0.10992,0.03226,0.14286,0.00000,1.00000,0.00000
s_954,4,0.39980,0.33333,0.57143,1.00000,0.33333,0.16540,0.06667,0.33333,0.11538,0.20000,0.00000,0.33333,0.00000
s_955,5,1.00000,1.00000,0.40000,1.00000,1.00000,1.00000,0.09091,1.00000,0.11111,0.00000,0.00000,0.00000,0.00000
s_956,4,0.75623,0.12500,0.81250,0.24048,1.00000,1.00000,0.25000,0.22955,0.00000,0.00000,0.50000,0.66667,0.00000
s_957,5,0.44333,0.25000,0.71429,0.24028,1.00000,1.00000,0.11765,0.26212,0.10345,0.00000,0.20000,0.00000,0.00000
s_958,5,0.70584,0.20000,0.78261,1.00000,0.50000,1.00000,0.23333,0.50000,0.09434,0.00000,0.42857,0.00000,0.00000
s_959,4,0.44374,0.05454,0.41379,0.22508,0.50000,0.05501,0.11538,0.06761,0.09091,0.11111,0.11111,0.33333,0.20000
s_960,4,0.26274,0.16667,0.35714,0.28718,0.33333,0.50000,0.03030,0.16667,0.05882,0.07692,0.00000,1.00000,0.20000
s_961,4,0.23298,1.00000,0.33333,1.00000,0.00000,1.00000,0.10000,1.00000,0.05263,0.00000,0.33333,1.00000,0.33333
s_962,5,0.89773,0.20000,0.84211,1.00000,1.00000,0.09944,0.36842,0.50000,0.05263,0.07692,0.00000,0.00000,0.00000
s_963,5,0.70299,0.33333,0.66667,0.10556,0.00000,1.00000,0.08333,0.25000,0.09524,0.00000,0.00000,0.00000,1.00000
s_964,4,0.58810,0.16667,0.58333,1.00000,0.50000,0.13988,0.12121,0.50000,0.01587,0.11111,0.00000,1.00000,0.00000
s_965,4,0.59834,0.05000,0.36667,1.00000,0.19643,0.20000,0.11667,0.10000,0.07812,0.10000,0.41176,1.00000,0.11111
s_966,5,0.78713,0.12500,1.00000,1.00000,1.00000,1.00000,0.44444,0.33333,0.01887,0.00000,0.00000,0.00000,0.00000
s_967,5,0.77424,0.04762,0.60606,0.22030,0.50000,0.04929,0.15493,0.12500,0.03448,0.00000,0.12500,0.00000,0.00000
s_968,4,0.43098,0.16889,0.25000,1.00000,0.50000,1.00000,0.05263,0.06401,0.07692,0.00000,0.20000,1.00000,0.00000
s_969,5,0.56826,0.33333,0.50000,0.29167,0.00000,1.00000,0.11111,0.33333,0.02857,0.00000,0.11111,1.00000,0.00000
s_970,4,0.52822,0.50000,0.64286,0.21333,0.33333,1.00000,0.13333,0.20000,0.00000,0.00000,0.00000,0.00000,1.00000
s_971,4,0.33610,1.00000,0.40000,1.00000,0.00000,1.00000,0.10000,1.00000,0.05263,0.00000,0.33333,1.00000,0.33333
s_972,4,0.69739,0.08333,0.58537,1.00000,0.00000,0.25000,0.08772,0.14286,0.06667,0.16667,0.06667,1.00000,0.11111
s_973,5,0.58557,0.14286,0.63158,1.00000,0.00000,1.00000,0.21053,0.10417,0.14286,0.16667,0.14286,0.00000,0.00000
s_974,5,0.45973,0.16889,0.25000,1.00000,0.50000,1.00000,0.05000,0.06401,0.05000,0.00000,0.20000,1.00000,0.00000
s_975,5,0.44056,0.20000,0.57143,0.18789,1.00000,1.00000,0.04545,0.06645,0.04545,0.09091,0.25000,1.00000,0.00000
s_976,5,0.68913,0.10000,0.75862,0.25298,1.00000,0.50000,0.17143,0.12714,0.09677,0.13043,0.20000,0.00000,0.00000
s_977,5,0.70459,0.09091,0.72727,1.00000,0.50000,0.50000,0.23684,0.20000,0.02632,0.00000,0.00000,1.00000,0.20000
s_978,5,1.00000,0.33333,1.00000,1.00000,1.00000,1.00000,0.44444,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
s_979,5,0.75807,0.16667,0.92308,1.00000,0.50000,1.00000,0.33333,0.14583,0.04918,0.00000,0.14286,0.00000,0.00000
